R3I2DHQBR577SS,5,0,0,N,Y
R1QNE9NQFJC2Y4,5,0,0,N,Y
R3LIDG2Q4LJBAO,5,0,0,N,Y
R3KSZHPAEVPEAL,5,0,0,N,Y
RAI2OIG50KZ43,5,0,0,N,Y
R1R30FA4RB5P54,4,0,0,N,Y
R30IJKCGJBGPJH,5,0,0,N,Y
R18GLJJPVQ1OVH,5,0,0,N,Y
R8TVYIJXLYJT0,5,0,0,N,Y
R1CJGF6M3PVHEZ,1,0,2,N,Y
R2A30ALEGLMCGN,4,1,1,N,Y
R134GP1Y3EQZ1L,5,0,0,N,Y
R6CE3SOIUJGP4,4,1,1,N,N
R37CDLQZUPDZVM,5,0,0,N,Y
R1KH9XCK6GYT26,5,0,0,N,Y
R3I4BQ6654MQNA,5,1,1,N,Y
R3LUPG356F1D40,5,3,3,N,N
R3HNVRTHL9S2ZB,5,0,0,N,N
R5HKL5RD4IUT8,5,0,0,N,Y
R37Z8NBTHPR853,5,0,0,N,Y
RD8F1K5G9W1VX,3,0,0,Y,N
R3N2C08ZJJ6SY1,5,0,0,N,N
R1NV38DF3KQG9R,4,0,0,N,Y
RCP1Z3UBYTWTZ,5,0,0,N,Y
R2MNWYYJQ3NOYA,5,0,0,N,Y
R26I0TOLTRCJNF,5,0,0,N,Y
R1O5HZBOVLX8CY,2,0,0,N,Y
R3C6ALUXJ3M0E0,5,0,0,N,Y
R1MASIM5NHR9G4,5,0,2,N,N
R2P08VELITQHHG,5,0,0,N,N
R2ZFYF38D5Y9YS,4,0,0,N,Y
R2QRUE9REK8OUC,5,18,23,N,Y
RVHCXMEY80SGB,5,0,0,N,Y
R377C4ZT3K6NUB,4,0,0,N,Y
R1BMJXQGYXQG2F,5,1,1,N,N
R3SRUOY8ETBDFL,5,0,0,N,Y
R23REI1P4U50Y6,5,0,0,N,Y
R31IWERY6019Z1,5,0,0,N,N
R31P0KLYS24Y7K,5,0,0,N,Y
R1V3QWZ5919M3K,5,4,5,N,Y
RW70OUSBVWMLT,5,1,2,N,N
R3F43G543HH7BX,5,0,0,N,Y
R14VEDRPU4KL6M,5,0,0,N,Y
R2D3DVAG9NOZ3S,5,0,0,N,Y
R2K7SZZPIMNJKY,4,0,0,N,N
R19RE4JO8O8D56,5,1,1,N,N
R193KL04GUMGWU,4,0,1,N,N
RH8RTY3OQTVHK,3,0,0,N,N
R3TZXN1VTPE0V3,5,0,0,N,Y
R1RI19FYJE6DIM,3,0,0,N,Y
RWBW8IV6X4XBI,5,1,1,N,Y
RYRV10WKQ3TCY,4,0,0,N,N
R1N90NPN15KIIG,3,0,0,N,Y
R3LWFEDDHZKDNQ,5,0,0,N,Y
R21VHW9NEK8NVY,5,0,0,N,Y
R30JOLDP3K6273,2,0,1,N,Y
R64LXM55FHZ9A,4,0,0,N,Y
R2AE3B44XQO9OJ,1,0,0,N,Y
R1GXFYG24TL2XL,1,0,1,N,Y
R1J4X17M2G2T5A,4,1,1,N,N
R3N77VRU8Q2C,1,0,0,N,Y
R5BOX6ST255VE,5,0,0,N,Y
R2TZ5DQT03S70C,3,0,0,N,N
R2YNOXNHD4PP9G,5,4,4,N,Y
R2PK1RJJNQCT65,5,0,0,N,Y
R1R83SV7CZPMQQ,4,0,0,N,Y
R83BAI1TS0OWH,3,1,2,N,Y
R1DFD8356JKDR4,3,0,2,N,Y
R1WDMMGY0JDZ1N,4,0,0,N,Y
RAP1IF2K8TP9J,4,0,1,N,Y
R3K3EGDMZYSZY0,5,0,0,N,N
R2FE3RNUT6NIH1,5,0,1,N,N
R3PO2NCS3EV2IX,5,0,0,N,N
RDEOQXQOHOIJ3,3,0,0,N,Y
R3114BKO4IH0SX,5,0,0,N,N
RY201L79ES4QR,4,0,0,N,Y
RRQOYDT41XA4M,5,0,0,N,N
RS1K78YJ4LVCC,5,0,0,N,N
R22FZA5ZQIXR6S,3,0,0,N,Y
R1QCTRT6T9KD8T,5,0,0,N,Y
RGWJ69OXW5XW2,4,0,1,N,Y
R1AWRPNYZOE730,5,0,0,N,Y
RDVNET41V9Y12,3,0,0,N,N
R38CRNT1RXO45E,5,2,3,N,Y
R11F2E3PU7E1GC,5,0,0,N,Y
R1PBNHU6AF9HOJ,5,0,0,N,Y
R68QMS0CNHVH5,5,0,0,N,Y
R27VD1Z9NFROQ1,5,0,0,N,Y
R1FQS36HJASSOD,1,0,1,N,Y
RQ9DGJ1Z50HFW,5,0,0,N,Y
R1LVP4CGPLDE6A,5,5,5,N,Y
R2HWXP5EKSVBZK,5,0,0,N,N
R3W0T8ZN6JMWN6,3,0,0,N,Y
R2DKEZM63B1G7C,5,1,1,N,Y
R2G649G6IZ0A4J,5,0,1,N,Y
RW2BZ0OPJAN6M,1,1,1,N,Y
R3U08XQKP5G9G9,5,0,0,N,Y
R13VOB3BYSVIB1,5,0,0,N,N
R2W36G2XGH0JNV,5,0,0,N,Y
REXXIN5NLGH05,5,0,0,N,Y
R17T5X5F4TBO73,5,0,0,N,Y
R25BITGHETA2GI,5,0,0,N,Y
R2POXRW6PXHXZG,5,25,30,N,Y
R1FNUA2217TAAV,5,0,0,N,Y
R3JX1MAOABL6F1,5,2,2,N,Y
R19SKNB5CI5JCC,5,0,1,N,Y
R213QB2E6VYEI3,3,0,0,N,Y
RZNV6X8QSGBO1,3,0,0,N,Y
R1JO3ML8HXLA82,3,0,2,N,Y
R3MZ5OESAIZN62,2,2,3,N,Y
R3MZIYP01O21NO,2,0,0,N,Y
RL34Q1005HBI1,4,0,0,N,Y
R845MT2B0GHU4,5,0,0,N,Y
R5TB74ZZY6HR,4,0,0,Y,N
RLZI7QPQFJEOI,3,1,1,N,Y
R2YI67B920S4WI,5,0,0,N,Y
RVH8BV8TGGHK5,1,0,0,N,Y
R2BJC3QMN0TF4U,5,0,0,N,Y
R2E9RKUW5P9X14,1,0,0,N,Y
R2U1Q6RRJSSTZ6,5,1,1,N,Y
R16F6TNR7FKPGF,5,0,0,N,Y
R3T6LXRY0CT62I,1,1,1,N,Y
R1O6A83YA1A775,5,0,0,N,Y
R5ABKJM66B4DI,4,0,0,N,Y
R3IE8MA2TWZSE0,5,1,1,N,Y
R2Y2YK2G7TIOO5,5,0,0,N,Y
R18NRKN6WWMRYJ,5,0,0,N,Y
R1EBPELZ7O9EHV,1,1,3,N,Y
R2ZJMC5Y9J8AF8,5,0,0,N,Y
R279IGL15L8LJR,5,1,3,N,Y
R1TSQH3X9PXP7G,4,0,1,N,Y
RR9TF1C0E1EII,4,0,0,N,Y
R1PIKLSB7C4C1E,4,1,1,N,Y
R15BVDITTWXB1P,4,0,0,N,Y
R1QKUCHTPNEQK1,5,1,1,N,N
R18K4FYLMEEAL,3,0,0,N,Y
RG7EYA7SYNCZG,5,0,0,N,Y
R2JH8IUO2GNI5D,5,0,0,N,Y
R1JVTUB91HQVK3,5,0,0,N,Y
RGV1J81WG20AQ,5,2,2,N,Y
RSF49BJ79SP0C,5,0,0,N,Y
R2O10U073D1BD8,5,0,0,N,Y
RL1ALCXKH152,5,0,0,N,N
R835EI7YKAORN,5,0,0,N,Y
R867QFCOCN0JC,5,5,6,N,N
R194WBVFEYNS2L,5,0,0,N,Y
R3JOKMYLLQDA1Y,5,0,0,N,Y
R1B9AIJLXOTZTK,4,0,0,N,N
R1LP7UO267D9DY,5,2,2,N,Y
RGVJMH3J4KG9U,5,0,0,N,Y
R2CT2COW6AUYVW,5,0,0,N,Y
R26XOGULNFIVBH,5,0,0,N,Y
R2E5BO3WU0CAI3,2,0,0,N,Y
R3LFBNQ3BJY6DQ,4,0,0,N,Y
R3PO9TFSI4CJ00,5,5,7,N,Y
R340Y4NSRH3LFX,5,1,2,N,Y
RGQUK74WHTV6H,4,2,2,N,Y
R23HPUE4MTN5J9,5,0,0,N,Y
R1RKYMS880YWLU,5,0,2,N,Y
R1XL7HEAQWQIOS,5,0,0,N,Y
R2CSYBWZ8LY9GJ,5,0,0,N,Y
RS95A1DJ9Q2GA,2,1,1,N,Y
R10DDP0ED8AGX,5,0,0,N,Y
R39GXJ9O1P9HOE,1,0,0,N,Y
RPUALI4RW8M5A,1,1,4,N,Y
REVY96J5AKFTO,3,0,0,N,Y
RPL1YDOZ6RWBL,5,0,0,N,Y
RIPW8L9JOB75Z,1,1,1,N,Y
R24AJ0PBK13R53,5,0,0,N,Y
REIPXY243QFYM,5,1,1,N,Y
R23ZJ6NA5HFWKJ,3,0,0,N,N
R1HO7L6NPLXB3K,5,0,0,N,Y
RM6BGHG1XDIWJ,4,0,0,N,Y
R2DGJ3QKRPIB0F,5,0,0,N,Y
R2SC4HJCDN5VDH,4,0,0,N,Y
R2LEH6B93DZZ6J,5,0,1,N,Y
R4FSLJA43JZ5M,5,0,0,N,Y
RM5WGKXM7R4UG,4,0,0,N,Y
R1P1AI53E3T78Q,5,0,0,N,Y
R2A760W7LSAKM9,4,0,0,N,Y
R31RW3Y5VQGZ4Z,5,0,0,N,Y
R1YU0PMI7EYGGX,5,5,6,N,Y
RFHPUEND69ZKA,5,0,0,N,Y
R242DOT1D3VLPC,4,0,0,N,Y
R3BV0HSEOIDZJ2,2,0,1,N,Y
R59MMLFJ734EH,5,0,0,N,Y
R21AV47GMSPT4,5,0,0,N,N
R3E5DFEVBK3JM4,1,2,3,N,N
R3B7YVF8L23NJI,3,0,0,N,Y
R2DPJH9MF7TJXO,5,1,1,N,Y
RIF10JOJMY1YF,5,0,0,N,Y
R2TY1WJPBHF21,5,0,0,N,Y
RW87XDFMDD3OE,5,0,0,N,Y
R3UOH44VKSD4JG,5,0,0,N,Y
R33J25CYQXAQO8,5,0,0,N,Y
RXKYQ3QYCB09,5,0,0,N,Y
R1Y85AXSSVC7Z0,5,0,0,N,Y
R2G5TZJ23LENP,1,0,0,N,Y
R31GNU26JUPUDL,5,0,0,N,Y
R1KWQL275VEBJ4,5,0,0,N,Y
R1SLZ6L06B36DA,5,0,0,N,Y
R1HRMNIE35JKXP,3,0,0,N,Y
RPTFNE4QDBMAZ,5,0,0,N,N
R2I8N1ETAC4832,5,2,3,N,Y
R1WZCCLFVO0P47,5,0,0,N,Y
R2YL0FATIOA1OV,3,0,1,N,Y
R1XO3QQWK6OCJY,5,0,0,N,Y
R1NALGILK9MRE5,5,0,0,Y,N
R2SV2L6TOD08GB,5,1,1,N,Y
R2LQ0WR785QE5E,5,0,0,N,Y
RUU5ID35D3ZM2,5,0,0,N,Y
R1PPQ1MD7NDM9E,3,0,1,N,Y
RZN43XRZ89IIJ,3,10,27,N,N
R15W5IGVKC7LJX,4,0,1,N,Y
R1ULDS12IJUNKF,5,0,0,N,Y
RWXE1XCNJLZG,3,0,2,N,Y
R1N7UUBVRZN9DZ,3,0,0,N,Y
R240Q3RU66OP8D,5,0,0,N,Y
R2X9KP2Z103NEX,2,0,0,N,Y
R37GN59QSEQVLD,5,0,0,N,Y
R3725J85OPWW9H,5,1,1,N,N
R1XV965MVKWG97,1,0,0,N,Y
ROTEP415SJ4DT,5,0,0,Y,N
R333VEGY9XPK5Y,5,0,0,N,Y
R1UX13MY8GO09O,5,0,1,N,Y
R3GHZ7S63H2IZI,5,0,0,N,Y
R1VYOOIJYIPY9C,5,0,0,N,Y
R1HO2O84N669CG,5,0,0,N,Y
R2TXPIO0P366P7,5,0,1,N,Y
RF8KK82QA37W0,5,3,3,N,Y
R13AD5QN1LCSWD,2,0,0,N,Y
R3UWUW8AVVOPTL,3,0,0,N,N
R9RPR0NGNSMHA,5,0,0,N,Y
R2A8F54WUG7ER,5,1,1,N,N
R1TXC489F0Q9KX,5,0,2,N,Y
R2Z454UPBN3N9M,4,5,5,N,Y
R393YM58Q01JT2,5,0,0,N,Y
R18TE9X0CWT0UQ,5,0,0,N,Y
R2CU6KVNGMNVUV,2,0,1,N,Y
R2JFJ5Z6HSR6YG,2,0,1,N,Y
R29C072LTI59PB,3,1,2,N,Y
R1WLM99ZBVE69B,5,0,0,N,Y
R1SU667U9EECJ7,4,0,0,N,Y
R2FE4FWXLASOET,3,0,0,N,Y
RZFIQ1DNOFI4,5,0,0,N,Y
R2Y2R1ZGVUQWEA,5,0,0,N,Y
R2IYCH2BC0R3E2,5,0,0,N,Y
R1PJ3WGZ1IRI1J,2,0,0,N,Y
R1KTXB8SA7IDVF,5,0,0,N,Y
R2ZI2NSAZ0KBIB,4,0,0,Y,N
R1Y9V51FM8B5CY,5,0,0,N,Y
R1GFM8VBYPQPW7,5,0,0,N,Y
RORHZK7ZGWFOQ,5,0,0,N,N
R37MWC9HX7HR2U,4,0,0,N,N
R3UPB8MQ5UJ9CG,5,0,1,N,Y
R3UPPNC38XIL2O,5,0,0,N,Y
R2U4U10PLFOYPU,5,0,0,N,Y
R3JQVFWTVSWCZR,4,1,2,N,Y
RE4XDLX5KPAMN,4,12,12,N,Y
R3A8OG3437E2AQ,4,0,0,N,Y
R5MYUXW6ALAEK,5,0,0,N,Y
R19180DC6GSH9S,5,0,0,N,Y
R35VU59MXE8GE2,5,0,0,N,N
RU8NNOP3S738N,5,0,0,N,Y
RKAHMZ7V3D0CD,5,4,5,N,N
RP2HGS98RS8VZ,5,0,2,N,Y
R14HJW6T7DCM3O,1,0,0,N,Y
RT1LMZM96X586,5,0,0,N,Y
R1KTJQ0I22QD8P,5,0,0,N,N
R1ZXQ0H5DUZAM,5,0,0,N,Y
RP45KWDVUOH0B,3,0,1,N,Y
R21TK8XVCEDNZ1,5,0,0,N,Y
RN4OPHWZL6XON,5,0,0,N,Y
R32Z0QYBUHST1N,5,0,0,N,Y
R4W13MPTZN7XY,5,0,0,N,Y
R38FPMJL6N8IKQ,4,0,0,N,Y
R1CJM3R7ZYOHBG,5,0,0,N,Y
R4SW8LE2CRFI4,5,0,0,N,Y
R2YFAY28JI18SY,5,5,6,N,Y
RUGUQDF10ZVCT,5,0,0,N,Y
R26F9ZPUSXOZPK,5,0,0,N,Y
R2YJY3SUGKVS1L,5,1,1,N,Y
R2O9HKQA74PGEG,4,0,1,N,Y
R10OKBJULGT33B,5,1,1,N,Y
R3F4PMUNBGEG0Q,3,0,7,N,Y
R2VE67LQA74FZA,5,0,0,N,Y
R35EKA7P3Z3T9N,5,0,0,N,Y
RAFPBGZ8MEJUA,5,0,1,N,Y
RBD3XRRRMBI0M,5,0,0,N,Y
R2YHGLDVC2YI9R,5,0,0,N,Y
R3DT6FJ7N1J4BQ,4,0,0,N,Y
RX9YDBHPTRN7Z,5,0,0,N,Y
R38UPPHMFTQXAI,4,0,0,N,Y
R33UMVSJC8HSSO,5,0,0,N,Y
R2GT7TODJ2O5PB,5,0,0,N,Y
